Date,cazhi,f,pl,t,p
2021/3/5 3:38,22.84,18.409,4288.3799,224.5,0.84200001
2021/3/5 4:38,24.063,24.129,5503.0698,227.7,0.86900002
2021/3/5 5:38,24.179,24.205,5670.9902,229.60001,0.84799999
2021/3/5 6:38,21.868,24.066999,5703.0898,228.8,0.83600003
2021/3/5 7:38,24.011,24.33,5670.3301,227.8,0.84899998
2021/3/5 8:38,24.41,24.622,5878.3901,226.10001,0.824
2021/3/5 9:38,24.2,24.549,5783.5801,223.8,0.83099997
2021/3/5 10:38,24.109,23.865999,5634.9702,227.2,0.83600003
2021/3/5 11:38,24.262,24.069,5769.9102,224.8,0.81699997
2021/3/5 12:38,21.648,23.941,5615.23,221.8,0.83099997
2021/3/5 13:38,24.071,17.186001,3850.1499,214.3,0.85500002
2021/3/5 14:38,19.339,21.924,5009.0801,218.60001,0.847
2021/3/5 15:38,24.743,24.627001,5888.7998,220.5,0.81099999
2021/3/5 16:38,23.527,24.312,5315.6299,219.89999,0.89099997
2021/3/5 17:38,23.801,19.142,4198.79,219.89999,0.88800001
2021/3/5 18:38,26.64,26.620001,6257.1802,224.39999,0.83399999
2021/3/5 19:38,25.629,26.481001,6388.4302,219.10001,0.80000001
2021/3/5 20:38,22.961,19.641001,4410.5298,218.89999,0.86299998
2021/3/5 21:38,25.262,25.913,6277.1299,223.2,0.80500001
2021/3/5 22:38,22.058,19.066,4269.9399,220.89999,0.87099999
2021/3/5 23:38,26.211,25.895,6342.6499,224.2,0.79799998
2021/3/6 0:38,24.571,26.400999,6320.96,222.8,0.81400001
2021/3/6 1:38,25.847,18.448,4294.6802,218.89999,0.83099997
2021/3/6 2:38,25.621,27.264999,6688.25,223.7,0.79500002
2021/3/6 3:38,23.942,27.239,6514.2598,223.7,0.81699997
2021/3/6 4:38,27.797,27.056999,6342,219.60001,0.82599998
2021/3/6 5:38,27.09,26.948999,6523.3701,224.8,0.80900002
2021/3/6 6:38,23.351,26.898001,6601.4702,226.8,0.801
2021/3/6 7:38,17.309,16.990999,3861.8701,221.10001,0.85699999
2021/3/6 8:38,17.711,17.631001,4062.54,220.39999,0.84299999
2021/3/6 9:38,17.672,17.532,3902.22,221.5,0.87800002
2021/3/6 10:38,17.628,17.396999,4033.47,220.89999,0.83899999
2021/3/6 11:38,17.45,17.219999,4035.8601,220.2,0.82800001
2021/3/6 12:38,17.269,16.905001,3932.3799,219.7,0.833
2021/3/6 13:38,17.242,17.816999,4107.6699,216.8,0.83499998
2021/3/6 14:38,17.45,17.084999,3920.01,218.10001,0.84200001
2021/3/6 15:38,17.3,16.945999,3831.49,217.2,0.85299999
2021/3/6 16:38,17.219,17.113001,3938.02,218.5,0.83999997
2021/3/6 17:38,19.731,17.316,4149.7598,220.60001,0.80900002
2021/3/6 18:38,20.597,20.030001,4572.5801,218.5,0.84799999
2021/3/6 19:38,25.871,20.042999,4537.4399,218.89999,0.85600001
2021/3/6 20:38,27.981,28.257999,6816.25,223.5,0.80900002
2021/3/6 21:38,25.441,27.577,6796.5,224.3,0.792
2021/3/6 22:38,27.52,26.655001,6548.3198,226.10001,0.79900002
2021/3/6 23:38,27.66,27.447001,6451.5601,225.2,0.83600003
2021/3/7 0:39,27.379,27.177,6480.2002,224.7,0.82200003
2021/3/7 1:39,27.461,27.448,6693.6699,225.39999,0.80400002
2021/3/7 2:39,27.379,27.607,6868.9702,226.8,0.79000002
2021/3/7 3:39,24.422,26.832001,6346.9902,226.2,0.83200002
2021/3/7 4:39,27.386,27.799,6441.1499,227.39999,0.85399997
2021/3/7 5:39,27.434,27.941999,6577.3901,227.5,0.83999997
2021/3/7 6:39,27.648,27.629,6511,226.60001,0.83700001
2021/3/7 7:39,27.16,27.466,6215.7402,225.7,0.87199998
2021/3/7 8:39,24.809,20.978001,5020.7998,222.7,0.81400001
2021/3/7 9:39,27.789,27.732,6503.6299,225.5,0.83899999
2021/3/7 10:39,27.57,27.705,6421.8398,224,0.84600002
2021/3/7 11:39,27.872,28.056999,6566.7598,226.10001,0.84200001
2021/3/7 12:39,27.929,27.993999,6623.8198,225.8,0.83099997
2021/3/7 13:39,27.551,27.877001,6428.7798,224.39999,0.852
2021/3/7 14:39,25.352,20.080999,4510.1001,222.5,0.87199998
2021/3/7 15:39,27.679,27.802,6408.3901,225.10001,0.85399997
2021/3/7 16:39,22.02,27.608999,6478.2402,224.2,0.83499998
2021/3/7 17:39,27.949,23.657,5389.1699,222.5,0.85799998
2021/3/7 18:39,27.441,27.907,6613.1899,227.2,0.833
2021/3/7 19:39,28.079,28.011999,6647.8999,226.8,0.83099997
2021/3/7 20:39,22.89,23.568001,5618.9199,225.3,0.82300001
2021/3/7 21:39,26.961,28.212,6535.73,226.2,0.85100001
2021/3/7 22:39,26.309,26.464001,6217.6899,226.2,0.838
2021/3/7 23:39,22.879,26.18,6196,227.2,0.83399999
2021/3/8 0:39,24.992,18.660999,4219.1802,223.10001,0.86699998
2021/3/8 1:39,26.359,26.613001,6511,225.39999,0.801
2021/3/8 2:39,25.442,26.257,6186.02,227.10001,0.838
2021/3/8 3:39,25.109,25.431999,6078.8501,225.2,0.82099998
2021/3/8 4:39,25.07,25.17,5925.46,225.2,0.83499998
2021/3/8 5:39,21.848,25.080999,5628.25,225.8,0.88
2021/3/8 6:39,20.543,8.8369999,1884.4,216.39999,0.90600002
2021/3/8 7:39,18.969,26.125999,6378.02,226,0.80400002
2021/3/8 8:39,10.269,13.872,3094.3101,218.39999,0.86900002
2021/3/8 9:39,9.57,14.34,3180.8701,218.3,0.87400001
2021/3/8 10:39,13.918,14.143,3148.76,218.39999,0.87
2021/3/8 11:39,13.832,13.902,3000.8101,217.10001,0.89700001
2021/3/8 12:39,13.918,13.922,3114.05,217.8,0.86500001
2021/3/8 13:39,13.633,13.625,3018.1599,218,0.87400001
2021/3/8 14:39,13.91,13.875,3064.5901,219.89999,0.88099998
2021/3/8 15:39,15.59,14.017,3050.27,221.2,0.89899999
2021/3/8 16:39,22.199,17.455999,4002.45,226.10001,0.86000001
2021/3/8 17:39,25.411,19.959999,4540.48,226.3,0.86799997
2021/3/8 18:39,28.218,29.740999,7151.21,227.3,0.81999999
2021/3/8 19:39,27.75,28.055,6481.9302,227,0.85500002
2021/3/8 20:39,27.692,28.004999,6599.0801,225.89999,0.83499998
2021/3/8 21:39,27.82,27.698,6392.77,226.5,0.85500002
2021/3/8 22:39,27.66,27.386999,6468.2598,226,0.833
2021/3/8 23:39,27.547,27.641001,6440.5,227.60001,0.84899998
2021/3/9 0:39,27.551,27.976,6480.8501,226.89999,0.85299999
2021/3/9 1:39,27.672,27.643,6390.3799,226.2,0.85299999
2021/3/9 2:39,27.5,27.49,6491.2598,227.89999,0.838
2021/3/9 3:39,25.961,27.511,6417.0698,229,0.85100001
2021/3/9 4:39,27.148,27.59,6398.4102,228.60001,0.85600001
2021/3/9 5:39,27.371,27.506001,6665.25,230.39999,0.81999999
2021/3/9 6:39,27.578,27.535,6737.71,230.10001,0.81099999
2021/3/9 7:39,27.602,27.650999,6581.0801,228.39999,0.83200002
2021/3/9 8:39,27.48,27.974001,6792.8198,230.2,0.81800002
2021/3/9 9:39,27.418,27.287001,6484.9702,229.60001,0.83499998
2021/3/9 10:39,27.371,27.355,6663.9502,230.60001,0.815
2021/3/9 11:39,27.168,27.797001,6759.4102,233.39999,0.82300001
2021/3/9 12:39,25.5,25.497,5909.8398,230.10001,0.85900003
2021/3/9 13:39,25.231,25.108999,6078.4102,232.89999,0.82599998
2021/3/9 14:39,26.922,25.757999,6111.8198,226.8,0.83099997
2021/3/9 15:39,27.379,27.028,6272.1499,226.8,0.85100001
2021/3/9 16:40,24.82,27.195,6484.9702,226.8,0.82599998
2021/3/9 17:40,27.602,27.749001,6561.77,226.10001,0.833
2021/3/9 18:40,27.359,27.424999,6842.2798,227.7,0.78899997
2021/3/9 19:40,27.258,27.440001,6596.48,228.10001,0.82200003
2021/3/9 20:40,22.551,27.205999,6509.9199,228.2,0.82700002
2021/3/9 21:40,23.191,10.02,2233.6799,218.10001,0.86799997
2021/3/9 22:40,27.437,27.562,6581.0801,227.89999,0.82800001
2021/3/9 23:40,27.454,27.011999,6592.79,229.10001,0.81099999
2021/3/10 0:40,26.75,27.867001,6399.0601,228.3,0.86400002
2021/3/10 1:40,26.117,17.636999,4003.1001,226.39999,0.87099999
2021/3/10 2:40,27.64,27.969999,6868.9702,230.10001,0.80699998
2021/3/10 3:40,26.172,27.766001,6649.2002,229.10001,0.82800001
2021/3/10 4:40,25.84,26.332001,6302.52,230.10001,0.82999998
2021/3/10 5:40,27.457,27.042,6500.5898,231.3,0.829
2021/3/10 6:40,27.762,27.524,6644.21,229.39999,0.82099998
2021/3/10 7:40,27.621,27.507,6433.1201,229.39999,0.85000002
2021/3/10 8:40,27.66,27.673,5971.8901,227.39999,0.921
2021/3/10 9:40,27.899,27.601,6564.3701,226.2,0.82800001
2021/3/10 10:40,27.691,27.393,6586.5,225.89999,0.81699997
2021/3/10 11:40,27.59,27.981001,6712.98,226.10001,0.81999999
2021/3/10 12:40,27.64,27.594,6896.0801,226,0.78399998
2021/3/10 13:40,27.778,27.499001,6655.27,225,0.81
2021/3/10 14:40,27.492,27.348,6452.21,227.2,0.83700001
2021/3/10 15:40,22.437,27.657,6706.04,226.60001,0.81099999
2021/3/10 16:40,25.692,19.756001,4617.9302,222.60001,0.83499998
2021/3/10 17:40,27.551,27.485001,6468.2598,226.3,0.83700001
2021/3/10 18:40,27.468,27.523001,6478.8999,229.10001,0.84299999
2021/3/10 19:40,27.571,27.493,6455.8999,228,0.84299999
2021/3/10 20:40,27.89,27.854,6662.8701,226.89999,0.824
2021/3/10 21:40,27.578,27.952,6464.5801,226,0.852
2021/3/10 22:40,27.563,27.650999,6647.25,228.10001,0.82200003
2021/3/10 23:40,27.57,27.325001,6451.1299,228.3,0.83899999
2021/3/11 0:40,26.879,27.268,6567.4102,229.2,0.82300001
2021/3/11 1:40,26.57,26.399,6256.52,228.7,0.83600003
2021/3/11 2:40,25.02,26.914,6323.5601,229.3,0.84500003
2021/3/11 3:40,26.289,26.478001,6256.52,227.8,0.83700001
2021/3/11 4:40,26.242,25.929001,6336.5801,228.10001,0.80800003
2021/3/11 5:40,25.231,26.514999,6371.0698,228.2,0.82300001
2021/3/11 6:40,26.258,25.966,6091.8599,226.5,0.83999997
2021/3/11 7:40,26.179,26.500999,6404.48,227.39999,0.81599998
2021/3/11 8:40,26.449,25.857,6397.1099,223.5,0.78799999
2021/3/11 9:40,26.942,26.945,6362.3901,221.60001,0.824
2021/3/11 10:40,26.461,26.41,5991.6299,221.89999,0.861
2021/3/11 11:40,26.429,26.179001,6218.3398,224.7,0.82499999
2021/3/11 12:40,23.86,26.900999,6461.54,223.8,0.81400001
2021/3/11 13:40,26.359,25.642,6268.46,224.39999,0.80000001
2021/3/11 14:40,26.442,26.707001,6365,225.5,0.824
2021/3/11 15:40,26.55,26.476999,6296.8799,228.10001,0.83200002
2021/3/11 16:40,26.43,26.320999,6417.0698,226.2,0.80599999
2021/3/11 17:40,26.418,26.325001,6176.6899,225.60001,0.838
2021/3/11 18:40,26.711,26.900999,6384.0898,226.3,0.82999998
2021/3/11 19:40,25.051,26.795,6389.0801,224.5,0.82200003
2021/3/11 20:40,26.59,26.690001,6040.4502,225.3,0.87099999
2021/3/11 21:40,26.597,26.792,6491.9102,228.60001,0.81599998
2021/3/11 22:40,26.793,26.538,6357.6201,225.8,0.81999999
2021/3/11 23:40,22.879,26.379,6389.73,227,0.81199998
2021/3/12 0:40,25.512,26.966999,6605.1602,225.5,0.80000001
2021/3/12 1:40,22.469,18.702,4178.1802,224.10001,0.88
2021/3/12 2:40,26.418,26.898001,6498.6401,228.39999,0.81800002
2021/3/12 3:40,22.461,20.84,4721.8398,225.8,0.87099999
2021/3/12 4:40,26.558,26.263,6333.98,227.5,0.81800002
2021/3/12 5:40,26.5,26.306,6410.1201,228.10001,0.81099999
2021/3/12 6:40,26.391,26.738001,6647.8999,227.39999,0.79100001
2021/3/12 7:40,26.332,26.606001,6528.3599,228.60001,0.80500001
2021/3/12 8:40,19.5,26.855,6529.0098,225.39999,0.80599999
2021/3/12 9:40,24.699,19.400999,4569.5498,220.39999,0.824
2021/3/12 10:40,26.441,26.768,6539.6401,226.10001,0.80400002
2021/3/12 11:40,27.11,26.832001,6390.3799,225.2,0.824
2021/3/12 12:40,26.629,26.684,6493.21,224.10001,0.80299997
2021/3/12 13:40,26.582,26.485001,6384.7402,224.60001,0.81199998
2021/3/12 14:40,26.808,27.014999,6567.4102,226.5,0.80900002
2021/3/12 15:40,26.461,26.627001,6292.54,227.60001,0.83600003
2021/3/12 16:40,26.449,26.774,6464.5801,227,0.81599998
2021/3/12 17:41,27.098,26.982,6727.0801,227.2,0.78899997
2021/3/12 18:41,27.082,27.441999,6798.8901,227.39999,0.79400003
2021/3/12 19:41,27.07,26.950001,6663.9502,228.7,0.79900002
2021/3/12 20:41,27.11,27.493,6811.9102,228.60001,0.79699999
2021/3/12 21:41,27.441,26.915001,6581.73,228.7,0.80800003
2021/3/12 22:41,27.25,27.253,6445.4902,227.89999,0.83600003
2021/3/12 23:41,25.731,27.052999,6502.98,226,0.81800002
2021/3/13 0:41,27.437,27.458,6630.54,226.3,0.81400001
2021/3/13 1:41,27.031,27.507,6559.3799,226.3,0.82499999
2021/3/13 2:41,25.661,20.361,4807.3198,224.8,0.83099997
2021/3/13 3:41,27.531,27.27,6634.23,229,0.81300002
2021/3/13 4:41,27.398,27.346001,6538.3398,229.2,0.833
2021/3/13 5:41,27.539,27.712,6597.1299,228.5,0.83200002
2021/3/13 6:41,27.68,27.716,6615.1401,227.7,0.82800001
2021/3/13 7:41,27.492,27.422001,6813.21,227.39999,0.792
2021/3/13 8:41,27.258,27.573999,6611.4502,224.2,0.81599998
2021/3/13 9:41,27.652,29.181999,6936.4399,224.39999,0.824
2021/3/13 10:41,27.618,27.145,6496.8999,224.39999,0.81800002
2021/3/13 11:41,27.339,27.266001,6358.71,225.10001,0.84299999
2021/3/13 12:41,25.071,27.091,6447.8701,227.39999,0.829
2021/3/13 13:41,27.32,29.368999,6933.8301,225.7,0.833
2021/3/13 14:41,26.981,27.171,6514.2598,225.89999,0.81999999
2021/3/13 15:41,27.011,27.409,6578.4702,225.39999,0.81800002
2021/3/13 16:41,27.219,26.683001,6246.1099,224.89999,0.83899999
2021/3/13 17:41,27.078,27.082001,6425.7402,224.8,0.82700002
2021/3/13 18:41,26.961,27.267,6446.1401,227,0.83499998
2021/3/13 19:41,26.961,27.089001,6489.96,228.3,0.82599998
2021/3/13 20:41,27.148,26.886999,6426.8301,229.8,0.83099997
2021/3/13 21:41,26.973,26.973,6637.9199,230,0.80500001
2021/3/13 22:41,26.949,27.316,6826.23,230.5,0.79299998
2021/3/13 23:41,27.09,26.910999,6574.79,232.89999,0.81800002
2021/3/14 0:41,26.91,27.087,6566.1099,234.39999,0.82800001
2021/3/14 1:41,26.961,27.07,6538.9902,230.8,0.82300001
2021/3/14 2:41,23.739,27.386,6493.6499,227.89999,0.83399999
2021/3/14 3:41,24.851,19.021999,4494.0498,226.3,0.83399999
2021/3/14 4:41,26.91,27.127001,6604.5098,229.89999,0.815
2021/3/14 5:41,27.16,27.035,6510.3501,229.5,0.82300001
2021/3/14 6:41,27.008,27.266001,6531.6099,227.89999,0.82499999
2021/3/14 7:41,21.821,27.158001,6571.1001,228.3,0.81699997
2021/3/14 8:41,27.082,28.165001,6512.96,226.60001,0.85399997
2021/3/14 9:41,27.168,27.143999,6454.1602,229.10001,0.83399999
2021/3/14 10:41,26.921,26.943001,6273.8799,227.89999,0.85000002
2021/3/14 11:41,26.778,26.517,6481.9302,228.8,0.80900002
2021/3/14 12:41,26.179,27.403,6722.0898,230.10001,0.80800003
2021/3/14 13:41,25.711,25.818001,6228.7598,228,0.81900001
2021/3/14 14:41,25.012,25.997999,6354.3701,228.2,0.80800003
2021/3/14 15:41,26.719,26.250999,6310.54,226.5,0.81900001
2021/3/14 16:41,26.609,26.118999,6478.2402,227.89999,0.79400003
2021/3/14 17:41,26.25,26.589001,6295.5801,227.39999,0.83399999
2021/3/14 18:41,23.16,25.889999,6512.96,229.10001,0.78500003
2021/3/14 19:41,24.743,17.356001,3932.3799,225.39999,0.87
2021/3/14 20:41,24.937,25.573999,5960.1802,229.39999,0.85299999
2021/3/14 21:41,24.16,15.714,3608.04,224.2,0.85500002
2021/3/14 22:41,25.563,25.458,6088.8301,229.10001,0.829
2021/3/14 23:41,25.238,25.785999,6332.2402,229.89999,0.80699998
2021/3/15 0:41,25.18,25.004,5756.46,230.60001,0.86699998
2021/3/15 1:41,25.461,25.128,6067.7798,229.5,0.82099998
2021/3/15 2:41,25.328,25.698999,6387.3398,230.39999,0.79799998
2021/3/15 3:41,25.312,25.327999,6201.4199,229.60001,0.80900002
2021/3/15 4:41,25.489,25.080999,6013.98,229.60001,0.82700002
2021/3/15 5:41,25.351,25.976999,6218.7798,229.10001,0.82800001
2021/3/15 6:41,25.41,25.620001,6284.5098,228.39999,0.80500001
2021/3/15 7:41,25.418,25.158001,6018.3198,226.39999,0.82300001
2021/3/15 8:41,25.621,25.596001,5739.7598,226.2,0.88200003
2021/3/15 9:42,25.489,25.326,6002.2598,227.10001,0.833
2021/3/15 10:42,25.32,25.309,6130.9102,228.39999,0.81599998
2021/3/15 11:41,25.512,25.271999,6405.1299,228.3,0.77700001
2021/3/15 12:42,25.129,26.216,6529.6602,230.10001,0.79500002
2021/3/15 13:42,25.031,24.615999,6050.4302,230.60001,0.80800003
2021/3/15 14:42,25.429,24.763,6124.8398,227.2,0.79500002
2021/3/15 15:42,25.098,25.704,6172.3501,227.39999,0.82099998
2021/3/15 16:42,25.133,24.665001,5795.9502,228.8,0.84399998
2021/3/15 17:42,25.219,25.207001,6069.73,227.10001,0.81900001
2021/3/15 18:42,19.32,25.525,6208.3599,229.10001,0.81400001
2021/3/15 19:42,18.328,16.924,4048.22,226.7,0.82300001
2021/3/15 20:42,19.652,12.423,2784.73,221.5,0.87099999
2021/3/15 21:42,21.239,15.393,3596.3201,226.89999,0.84500003
2021/3/15 22:42,24.312,23.625999,5666.6499,228.60001,0.82499999
2021/3/15 23:42,24.25,24.275999,5924.8101,229.60001,0.81099999
2021/3/16 0:42,24.09,24.566,5961.2598,230.3,0.81800002
2021/3/16 1:42,23.809,24.191999,5784.8799,231.89999,0.83499998
2021/3/16 2:42,23.761,23.924,6020.0498,233.39999,0.79299998
2021/3/16 3:42,23.911,23.969999,5833.04,235.8,0.82700002
2021/3/16 4:42,23.687,24.009001,5843.02,233.7,0.82300001
2021/3/16 5:42,23.82,23.903999,5888.1499,235.89999,0.81699997
2021/3/16 6:42,23.813,24.108,5752.1201,228.10001,0.829
2021/3/16 7:42,21.918,23.927999,5886.4102,228.60001,0.80299997
2021/3/16 8:42,19.558,15.536,3531.24,223.10001,0.86199999
2021/3/16 9:42,20.672,23.983,5356.4102,222.89999,0.87800002
2021/3/16 10:42,24.051,16.247,3556.6201,219.10001,0.88800001
2021/3/16 11:42,22.391,24.601999,5465.9702,223.39999,0.884
2021/3/16 12:42,24.039,24.134001,5469.0098,223.3,0.86500001
2021/3/16 13:42,24.277,24.077,5758.2002,224,0.81800002
2021/3/16 14:42,24.313,24.593,5663.6099,222.2,0.84799999
2021/3/16 15:42,23.519,24.308001,5624.5601,222.10001,0.84299999
2021/3/16 16:42,23.078,23.205999,5503.7202,223.10001,0.82300001
2021/3/16 17:42,23.211,23.332001,5506.3198,222.39999,0.82599998
2021/3/16 18:42,20.789,22.718,5206.0698,223.8,0.85600001
2021/3/16 19:42,20.711,16.846001,3634.72,220.89999,0.90600002
2021/3/16 20:42,22.41,22.934,5270.9399,224.8,0.85500002
2021/3/16 21:42,22.243,22.684,5106.9199,223.10001,0.87099999
2021/3/16 22:42,22.207,22.568001,5273.54,223.10001,0.83700001
2021/3/16 23:42,20.089,22.594999,5394.8101,223.89999,0.81900001
2021/3/17 0:42,20.543,19.889,4648.73,222.60001,0.83499998
2021/3/17 1:42,20.508,20.561001,4655.6802,221.39999,0.86199999
2021/3/17 2:42,20.672,20.485001,4804.7202,220.60001,0.82800001
2021/3/17 3:42,20.469,19.832001,4806.6699,223.60001,0.80500001
2021/3/17 4:42,20.39,20.289,4716.2002,222.89999,0.84100002
2021/3/17 5:42,20.399,20.282,4835.7402,222.8,0.81800002
2021/3/17 6:42,16.492,20.278,4801.6802,221.89999,0.82200003
2021/3/17 7:42,11.789,14.607,3277.4099,215.10001,0.85500002
2021/3/17 8:42,10.91,10.418,2337.6001,210.89999,0.84600002
2021/3/17 9:42,10.782,10.751,2319.1599,208.89999,0.87699997
2021/3/17 10:42,10.679,10.883,2321.55,210.60001,0.89200002
2021/3/17 11:42,10.75,10.74,2367.3201,208.89999,0.85699999
2021/3/17 12:42,10.957,10.614,2245.3999,209.60001,0.89700001
2021/3/17 13:42,12.332,10.741,2293.1299,210.2,0.88999999
2021/3/17 14:42,20.782,26.791,6295.5801,220.89999,0.82700002
2021/3/17 15:42,17.339,15.75,3538.8301,219.2,0.86400002
2021/3/17 16:42,20.75,16.379,3853.1899,220.10001,0.824
2021/3/17 17:42,21.047,21.080999,4669.7798,220.89999,0.88099998
2021/3/17 18:42,20.992,20.784,4866.1099,220.89999,0.82999998
2021/3/17 19:42,21.18,20.858999,4803.6299,221.60001,0.84600002
2021/3/17 20:42,20.91,20.844999,4694.5098,223.2,0.87099999
2021/3/17 21:42,22.5,21.707001,5084.5801,223.3,0.83499998
2021/3/17 22:42,22.711,22.726,5229.5,223.10001,0.85000002
2021/3/17 23:42,22.93,22.42,5280.27,223.10001,0.82999998
2021/3/18 0:42,23.527,23.094999,5477.25,223.60001,0.82499999
2021/3/18 1:42,23.793,23.191999,5329.73,223.3,0.852
2021/3/18 2:42,23.848,23.511999,5380.0601,224,0.85799998
2021/3/18 3:42,24.762,24.051001,5625.6401,225.2,0.83999997
2021/3/18 4:42,23.699,24.98,6033.0698,224.89999,0.81099999
2021/3/18 5:42,25.18,16.986,3807.4099,221.10001,0.87
2021/3/18 6:42,24.902,25.386999,6243.0698,225.60001,0.79699999
2021/3/18 7:42,25.109,25.056999,6226.3701,224.89999,0.787
2021/3/18 8:42,24.981,25.666,6195.3501,225.2,0.81199998
2021/3/18 9:42,24.789,24.871,5922.8599,226.60001,0.82700002
2021/3/18 10:42,20.5,24.764999,6179.29,229.10001,0.792
2021/3/18 11:42,18.168,15.806,3603.05,224.89999,0.86299998
2021/3/18 12:42,24.953,26.337,6463.4902,227.10001,0.80199999
2021/3/18 13:43,24.828,25.23,6034.3701,228.10001,0.82700002
2021/3/18 14:43,24.922,25.141001,5890.75,229.60001,0.84799999
2021/3/18 15:43,24.777,24.983999,5941.52,227,0.829
2021/3/18 16:43,24.641,24.493,5823.2798,228,0.83200002
2021/3/18 17:43,24.719,24.862,5864.7202,228.5,0.83700001
2021/3/18 18:43,24.32,24.903,5935.23,224.60001,0.82200003
2021/3/18 19:43,23.18,23.061001,5246.2002,223.10001,0.861
2021/3/18 20:43,20.652,23.069,5602.21,224.60001,0.80599999
2021/3/18 21:43,22.219,24.066,5683.3501,222.3,0.829
2021/3/18 22:43,21.308,21.912001,4975.6699,221.7,0.86000001
2021/3/18 23:43,21.223,21.594999,5009.0801,222.60001,0.84200001
2021/3/19 0:43,22.25,20.975,4944.6499,222.39999,0.82700002
2021/3/19 1:43,23.25,23.225,5274.6201,225.10001,0.86699998
2021/3/19 2:43,23.309,23.128,5745.8301,226.8,0.79100001
2021/3/19 3:43,23.269,23.056,5319.3198,224.8,0.852
2021/3/19 4:43,23.742,23.58,5320.6201,223.5,0.87
2021/3/19 5:43,23.297,23.139,5391.7798,224.10001,0.84100002
2021/3/19 6:43,23.883,23.202,5356.4102,223.10001,0.84799999
2021/3/19 7:43,23.738,24.702,5722.3999,221.8,0.84200001
2021/3/19 8:43,24.141,23.683001,5500.6802,219.60001,0.83499998
2021/3/19 9:43,24.699,24.483,5923.5098,224.2,0.80800003
2021/3/19 10:43,26.633,24.594999,5882.0698,226.3,0.82300001
2021/3/19 11:43,26.726,26.726999,6503.6299,227.10001,0.80900002
2021/3/19 12:43,26.782,26.909,6576.0898,227.60001,0.80599999
2021/3/19 13:43,21.058,27.201,6578.04,230.2,0.82099998
2021/3/19 14:43,21.172,17.448999,4004.3999,225.5,0.85799998
2021/3/19 15:43,24.668,24.917,5950.8501,227.10001,0.82599998
2021/3/19 16:43,24.922,24.4,5807.6602,226.39999,0.82700002
2021/3/19 17:43,26.809,26.955,6328.98,226.60001,0.83999997
2021/3/19 18:43,26.711,27.016001,6226.7998,225.2,0.85399997
2021/3/19 19:43,25.089,26.860001,6375.4102,228.5,0.83399999
2021/3/19 20:43,24.719,23.938,5760.7998,226.3,0.81699997
2021/3/19 21:43,24.434,24.688999,5787.9199,227.10001,0.84200001
2021/3/19 22:43,24.367,24.514,6012.0298,225.60001,0.79900002
2021/3/19 23:43,24.699,24.627001,5937.8301,224.39999,0.81199998
2021/3/20 0:43,24.582,24.591999,5867.7598,225,0.82200003
2021/3/20 1:43,24.649,24.775,5966.25,224.10001,0.81199998
2021/3/20 2:43,24.75,24.464001,5938.48,224.8,0.80599999
2021/3/20 3:43,18.043,24.697001,5900.0801,223.5,0.81800002
2021/3/20 4:43,22.328,18.605,4302.7002,221.60001,0.84299999
2021/3/20 5:43,23.148,24.417999,5816.3398,225.39999,0.82499999
2021/3/20 6:43,23.192,16.568001,3881.6101,222,0.83200002
2021/3/20 7:43,24.96,24.784,5706.7798,222.8,0.84899998
2021/3/20 8:43,25.008,24.813999,5745.8301,220.60001,0.83899999
2021/3/20 9:43,25.121,25.117001,5960.6099,222.2,0.82099998
2021/3/20 10:43,25.711,24.966999,5875.7798,223.5,0.83099997
2021/3/20 11:43,25.34,25.166,5928.5,222.8,0.829
2021/3/20 12:43,25.281,25.046,5995.9702,223.89999,0.81699997
2021/3/20 13:43,25.508,25.344999,5734.77,222.60001,0.86500001
2021/3/20 14:43,25.301,25.195999,5751.4702,225.39999,0.86299998
2021/3/20 15:43,25.391,25.354,5775.5498,224.7,0.86299998
2021/3/20 16:43,25.461,25.820999,5776.2002,224.7,0.88
2021/3/20 17:43,25.238,24.992001,5955.1899,226,0.82499999
2021/3/20 18:43,25.34,25.27,5812.6499,223.8,0.852
2021/3/20 19:43,25.492,25.157,5973.6299,224.10001,0.82499999
2021/3/20 20:43,25.379,25.285999,6004.6499,225.39999,0.82700002
2021/3/20 21:43,25.398,25.702999,6229.4102,224.8,0.80800003
2021/3/20 22:43,25.61,25.634001,6134.6001,223.89999,0.81699997
2021/3/20 23:43,25.48,25.663,6159.98,223.2,0.81300002
2021/3/21 0:43,25.391,25.827,6148.27,223.2,0.81999999
2021/3/21 1:43,25.41,25.198,6074.0698,223.3,0.81
2021/3/21 2:43,25.539,25.205999,6024.3901,224.10001,0.81900001
2021/3/21 3:43,25.473,25.406,5919.1699,223.3,0.83999997
2021/3/21 4:43,25.457,25.298,5900.0801,223,0.838
2021/3/21 5:43,25.73,25.282,5874.7002,224.5,0.84500003
2021/3/21 6:43,25.441,25.336,6191.6602,223.60001,0.79799998
2021/3/21 7:43,25.461,25.921,6101.8398,224,0.83200002
2021/3/21 8:43,25.75,26.304001,6325.9502,222.7,0.81
2021/3/21 9:43,20.688,25.495001,5950.8501,221.7,0.83499998
2021/3/21 10:43,25.672,25.639999,5995.3198,221.39999,0.83200002
2021/3/21 11:43,25.801,25.27,5929.7998,223.8,0.83399999
2021/3/21 12:43,25.66,25.983999,6158.8999,224.7,0.82700002
2021/3/21 13:43,25.547,25.514,6012.6802,226.5,0.83600003
