Date,cazhi,0,1
2021/1/16 14:16,25.73,-19.41259154,-261.5080684
2021/1/16 15:16,20.46,-22.64095814,-237.7053784
2021/1/16 16:16,19.97,-48.70066126,-533.1210415
2021/1/16 17:17,24.6,122.1839861,1387.719342
2021/1/16 18:17,25.32,-35.89417637,-447.1516017
2021/1/16 19:17,25.36,-25.34396157,-325.6887622
2021/1/16 20:17,25.3,-29.94513945,-378.1934049
2021/1/16 21:17,25.65,-33.11322636,-418.8596966
2021/1/16 22:17,25.45,-25.73488776,-331.2983691
2021/1/16 23:17,25.43,-22.07318958,-288.7258015
2021/1/17 0:17,25.58,-40.0671446,-498.3882501
2021/1/17 1:17,24.88,-44.44920607,-540.906758
2021/1/17 2:17,24.94,-23.73890558,-302.2971319
2021/1/17 3:17,25.21,-13.10802979,-182.5841091
2021/1/17 4:17,25.01,-19.87354761,-258.433676
2021/1/17 5:17,20.42,-40.73855295,-446.2901779
2021/1/17 6:17,25.37,-43.49351997,-535.5497962
2021/1/17 7:17,25.57,-23.63496718,-308.4072225
2021/1/17 8:17,22.16,-27.51540018,-313.7229681
2021/1/17 9:17,25.54,-37.47991851,-468.1007866
2021/1/17 10:17,25.64,-40.48416192,-503.982907
2021/1/17 11:17,26.15,-30.36255356,-392.9351661
2021/1/17 12:17,25.95,-23.1554422,-307.3337322
2021/1/17 13:17,26.56,-33.86346051,-438.1429906
2021/1/17 14:17,28.45,-44.04747679,-577.7200662
2021/1/17 15:17,28.84,-85.76910541,-1064.298191
2021/1/17 16:17,26.25,-89.36025907,-1075.750333
2021/1/17 17:17,28.14,110.0761795,1206.736188
2021/1/17 18:17,28.67,-100.5109771,-1232.654562
2021/1/17 19:17,28.39,-110.202489,-1341.362942
2021/1/17 20:17,28.77,-96.31995209,-1185.347366
2021/1/17 21:17,28.49,-103.8547602,-1269.17828
2021/1/17 22:17,28.57,-90.26703121,-1113.125517
2021/1/17 23:17,26.24,-96.48024634,-1157.887927
2021/1/18 0:17,26.74,92.55318491,1020.534191
2021/1/18 1:17,28.69,-113.5296069,-1383.302696
2021/1/18 2:17,29.47,-115.466894,-1414.721402
2021/1/18 3:17,25.77,-125.6624309,-1489.61838
2021/1/18 4:17,29.37,-145.2485413,-1757.712893
2021/1/18 5:17,29.69,-112.1593119,-1379.075677
2021/1/18 6:17,29.28,-129.534036,-1575.076567
2021/1/18 7:17,29.5,-132.4550235,-1611.394195
2021/1/18 8:17,29.35,-111.8058283,-1371.046439
2021/1/18 9:17,29.5,-115.9190202,-1420.328023
2021/1/18 10:17,29.02,-98.28575646,-1211.056086
2021/1/18 11:17,29.17,-121.8367513,-1484.913838
2021/1/18 12:17,29.17,-100.2904576,-1235.935573
2021/1/18 13:17,28.89,-106.3873224,-1303.129666
2021/1/18 14:17,26.39,-106.8380332,-1279.34954
2021/1/18 15:17,28.92,-94.18189238,-1162.435008
2021/1/18 16:17,28.52,-118.5989671,-1439.921287
2021/1/18 17:17,28.65,-122.4700519,-1486.173368
2021/1/18 18:17,28.76,-117.4585402,-1429.551651
2021/1/18 19:17,27.13,-108.5551003,-1307.739725
2021/1/18 20:17,27.06,-115.3576428,-1385.537762
2021/1/18 21:17,29.04,-68.54692586,-867.6258682
2021/1/18 22:17,29.09,-142.0484999,-1717.480704
2021/1/18 23:17,28.91,-134.4466995,-1627.553543
2021/1/19 0:17,28.89,-117.1103245,-1426.989975
2021/1/19 1:17,29.27,-114.2232689,-1398.054792
2021/1/19 2:17,28.69,-132.1046589,-1597.929885
2021/1/19 3:17,28.57,-116.6236267,-1417.663445
2021/1/19 4:17,25.58,-129.589926,-1532.819512
2021/1/19 5:17,28.8,-130.4426039,-1580.005085
2021/1/19 6:17,28.68,-100.4089014,-1231.581082
2021/1/19 7:17,23.08,-113.5617964,-1318.62512
2021/1/19 8:17,14.66,177.6841365,2144.22713
2021/1/19 9:17,14.83,177.7620971,2143.14196
2021/1/19 10:18,16.77,170.8289075,2040.522176
2021/1/19 11:18,19.11,70.12386642,849.8131485
2021/1/19 12:17,15.69,100.5526634,1241.096128
2021/1/19 13:18,17.55,121.0391527,1456.220109
2021/1/19 14:18,15.98,112.2211309,1372.503347
2021/1/19 15:18,19.95,125.0413293,1474.603681
2021/1/19 16:18,18.73,78.18054061,947.3188051
2021/1/19 17:18,18.36,103.6441396,1245.842322
2021/1/19 18:18,23.64,-39.43281995,-468.5970814
2021/1/19 19:18,24.78,-38.14945591,-466.9682974
2021/1/19 20:18,24.67,-27.57905517,-343.5525402
2021/1/19 21:18,23.46,-31.98512966,-380.4148807
2021/1/19 22:18,24.64,-32.79184453,-403.4221125
2021/1/19 23:18,24.659,-60.36173797,-722.2200078
2021/1/20 0:18,23.952,136.5412239,1561.128477
2021/1/20 1:18,24.859,-78.68341014,-936.2274581
2021/1/20 2:18,25.26,-85.82189789,-1023.362868
2021/1/20 3:18,24.929,-89.78280194,-1065.267401
2021/1/20 4:18,22.532,-127.0762853,-1468.379369
2021/1/20 5:18,27.218,-74.48219637,-915.0355354
2021/1/20 6:18,24.272,-77.04605903,-910.4683927
2021/1/20 7:18,26.808,59.26230721,635.1327884
2021/1/20 8:18,25.661,-80.56139146,-967.208955
2021/1/20 9:18,17.39,-81.70578697,-884.5618494
2021/1/20 10:18,27.61,253.3096748,2867.834588
2021/1/20 11:18,27.291,-94.1969472,-1143.705709
2021/1/20 12:18,26.74,-52.47542218,-655.2026039
2021/1/20 13:18,25.609,-59.58428256,-724.2517876
2021/1/20 14:18,13.209,201.3808353,2434.851764
2021/1/20 15:18,13.301,199.4518833,2411.500176
2021/1/20 16:18,13.301,203.5662189,2459.04094
2021/1/20 17:18,10.17,209.6299687,2565.436343
2021/1/20 18:18,12.679,211.6434897,2559.595597
2021/1/20 19:18,14.03,275.5028647,3281.813943
2021/1/20 20:18,17.711,70.76397347,873.479624
2021/1/20 21:18,26.798,-87.28407453,-1058.080305
2021/1/20 22:18,24.881,-75.7854615,-902.9584431
2021/1/20 23:18,25.719,-102.5057361,-1221.404901
2021/1/21 0:18,25.121,115.2327579,1301.414707
